DOI,ParsingDate,Accesses,Citations,Altmetric
10.1038/s41597-023-02111-4,2024-08-24,1329,1,16
10.1038/s41597-023-02097-z,2024-08-24,1741,2,4
10.1038/s41597-023-02086-2,2024-08-24,5704,4,6
10.1038/s41597-023-02113-2,2024-08-24,4962,5,136
10.1038/s41597-023-02110-5,2024-08-24,1912,4,1
10.1038/s41597-023-02109-y,2024-08-24,1268,1,1
10.1038/s41597-023-02101-6,2024-08-24,1807,2,4
10.1038/s41597-023-02115-0,2024-08-24,1729,5,1
10.1038/s41597-023-02081-7,2024-08-24,1687,7,3
10.1038/s41597-023-02112-3,2024-08-24,2556,1,6
10.1038/s41597-023-02105-2,2024-08-24,1600,1,20
10.1038/s41597-023-02087-1,2024-08-24,1843,0,6
10.1038/s41597-023-02123-0,2024-08-24,8033,15,20
10.1038/s41597-023-02057-7,2024-08-24,4262,5,13
10.1038/s41597-023-02128-9,2024-08-24,1966,2,2
10.1038/s41597-023-02106-1,2024-08-24,2292,1,20
10.1038/s41597-023-02119-w,2024-08-24,1651,6,1
10.1038/s41597-023-02094-2,2024-08-24,4000,4,2
10.1038/s41597-023-02132-z,2024-08-24,2592,4,1
10.1038/s41597-023-02120-3,2024-08-24,1486,0,1
10.1038/s41597-023-02124-z,2024-08-24,2322,5,1
10.1038/s41597-023-02117-y,2024-08-24,3958,1,0
10.1038/s41597-023-02078-2,2024-08-24,1408,0,4
10.1038/s41597-023-02154-7,2024-08-24,2751,6,0
10.1038/s41597-023-02145-8,2024-08-24,3392,5,4
10.1038/s41597-023-02126-x,2024-08-24,1970,1,11
10.1038/s41597-023-02066-6,2024-08-24,10000,21,3
10.1038/s41597-023-02118-x,2024-08-24,11000,4,1
10.1038/s41597-023-02151-w,2024-08-24,3095,3,2
10.1038/s41597-023-02116-z,2024-08-24,4722,13,8
10.1038/s41597-023-02143-w,2024-08-24,6110,8,2
10.1038/s41597-023-02125-y,2024-08-24,9444,23,1
10.1038/s41597-023-02146-7,2024-08-24,2448,3,1
10.1038/s41597-023-02129-8,2024-08-24,3750,1,38
10.1038/s41597-023-02122-1,2024-08-24,3462,6,2
10.1038/s41597-023-02082-6,2024-08-24,4578,2,17
10.1038/s41597-023-02138-7,2024-08-24,2997,6,0
10.1038/s41597-023-02144-9,2024-08-24,3405,7,21
10.1038/s41597-023-02072-8,2024-08-24,1394,1,11
10.1038/s41597-023-02147-6,2024-08-24,7439,2,7
10.1038/s41597-023-02130-1,2024-08-24,1598,4,2
10.1038/s41597-023-02121-2,2024-08-24,3356,9,29
10.1038/s41597-023-02102-5,2024-08-24,3498,7,1
10.1038/s41597-023-02139-6,2024-08-24,1061,2,0
10.1038/s41597-023-02127-w,2024-08-24,3760,8,3
10.1038/s41597-023-02134-x,2024-08-24,2933,2,2
10.1038/s41597-023-02104-3,2024-08-24,1364,0,7
10.1038/s41597-023-02150-x,2024-08-24,4439,5,1
10.1038/s41597-023-02160-9,2024-08-24,2859,3,17
10.1038/s41597-023-02164-5,2024-08-24,2365,6,2
10.1038/s41597-023-02157-4,2024-08-24,7896,6,46
10.1038/s41597-023-02142-x,2024-08-24,2069,0,2
10.1038/s41597-023-02159-2,2024-08-24,5167,13,1
10.1038/s41597-023-02156-5,2024-08-24,1049,1,1
10.1038/s41597-023-02148-5,2024-08-24,1793,2,3
10.1038/s41597-023-02131-0,2024-08-24,2464,8,2
10.1038/s41597-023-02149-4,2024-08-24,2655,5,9
10.1038/s41597-023-02158-3,2024-08-24,5522,12,15
10.1038/s41597-023-02171-6,2024-08-24,2099,0,1
10.1038/s41597-023-02173-4,2024-08-24,4122,5,6
10.1038/s41597-023-02140-z,2024-08-24,1647,2,0
10.1038/s41597-023-02190-3,2024-08-24,1879,2,1
10.1038/s41597-023-02181-4,2024-08-24,6137,7,9
10.1038/s41597-023-02172-5,2024-08-24,2361,8,46
10.1038/s41597-023-02163-6,2024-08-24,1764,1,3
10.1038/s41597-023-02133-y,2024-08-24,1541,4,2
10.1038/s41597-023-02176-1,2024-08-24,1224,1,1
10.1038/s41597-023-02175-2,2024-08-24,1599,5,1
10.1038/s41597-023-02080-8,2024-08-24,13000,15,76
10.1038/s41597-023-02182-3,2024-08-24,3692,1,0
10.1038/s41597-023-02170-7,2024-08-24,7096,9,65
10.1038/s41597-023-02196-x,2024-08-24,1783,8,0
10.1038/s41597-023-02179-y,2024-08-24,1848,0,1
10.1038/s41597-023-02185-0,2024-08-24,4898,3,18
10.1038/s41597-023-02100-7,2024-08-24,9112,24,2
10.1038/s41597-023-02153-8,2024-08-24,5185,8,2
10.1038/s41597-023-02177-0,2024-08-24,2538,16,2
10.1038/s41597-023-02162-7,2024-08-24,1933,1,2
10.1038/s41597-023-02192-1,2024-08-24,3142,8,8
10.1038/s41597-023-02191-2,2024-08-24,1767,1,15
10.1038/s41597-023-02193-0,2024-08-24,5107,10,7
10.1038/s41597-023-02187-y,2024-08-24,1366,0,0
10.1038/s41597-023-02214-y,2024-08-24,3675,2,21
10.1038/s41597-023-02188-x,2024-08-24,2382,18,0
10.1038/s41597-023-02183-2,2024-08-24,5844,2,5
10.1038/s41597-023-02152-9,2024-08-24,13000,8,186
10.1038/s41597-023-02174-3,2024-08-24,2470,4,1
10.1038/s41597-023-02212-0,2024-08-24,1312,1,2
10.1038/s41597-023-02207-x,2024-08-24,7390,7,3
10.1038/s41597-023-02219-7,2024-08-24,1128,5,0
10.1038/s41597-023-02226-8,2024-08-24,2944,2,19
10.1038/s41597-023-02218-8,2024-08-24,2641,2,10
10.1038/s41597-023-02167-2,2024-08-24,6551,8,23
10.1038/s41597-023-02195-y,2024-08-24,1960,4,0
10.1038/s41597-023-02202-2,2024-08-24,9281,4,15
10.1038/s41597-023-02166-3,2024-08-24,8068,20,41
10.1038/s41597-023-02210-2,2024-08-24,1504,3,19
10.1038/s41597-023-02220-0,2024-08-24,1751,2,1
10.1038/s41597-023-02206-y,2024-08-24,2250,1,1
10.1038/s41597-023-02169-0,2024-08-24,2702,4,64
10.1038/s41597-023-02213-z,2024-08-24,1134,2,6
10.1038/s41597-023-02098-y,2024-08-24,4055,7,3
10.1038/s41597-023-02224-w,2024-08-24,4616,7,48
10.1038/s41597-023-02231-x,2024-08-24,2170,1,1
10.1038/s41597-023-02200-4,2024-08-24,3367,7,11
10.1038/s41597-023-02223-x,2024-08-24,2305,1,0
10.1038/s41597-023-02064-8,2024-08-24,2325,3,40
10.1038/s41597-023-02221-z,2024-08-24,1972,1,0
10.1038/s41597-023-02239-3,2024-08-24,940,1,0
10.1038/s41597-023-02189-w,2024-08-24,1630,0,1
10.1038/s41597-023-02235-7,2024-08-24,1917,1,0
10.1038/s41597-023-02199-8,2024-08-24,1497,0,14
10.1038/s41597-023-02245-5,2024-08-24,941,1,0
10.1038/s41597-023-02244-6,2024-08-24,2270,3,10
10.1038/s41597-023-02228-6,2024-08-24,2297,5,12
10.1038/s41597-023-02240-w,2024-08-24,5877,14,17
10.1038/s41597-023-02161-8,2024-08-24,2475,3,1
10.1038/s41597-023-02135-w,2024-08-24,3406,3,7
10.1038/s41597-023-02246-4,2024-08-24,6019,13,0
10.1038/s41597-023-02236-6,2024-08-24,2481,5,36
10.1038/s41597-023-02253-5,2024-08-24,15000,59,13
10.1038/s41597-023-02222-y,2024-08-24,3554,0,23
10.1038/s41597-023-02217-9,2024-08-24,5223,4,2
10.1038/s41597-023-02203-1,2024-08-24,1066,1,1
10.1038/s41597-023-02205-z,2024-08-24,2372,4,14
10.1038/s41597-023-02184-1,2024-08-24,2177,8,0
10.1038/s41597-023-02225-9,2024-08-24,2112,3,0
10.1038/s41597-023-02103-4,2024-08-24,1704,3,66
10.1038/s41597-023-02178-z,2024-08-24,2344,5,0
10.1038/s41597-023-02255-3,2024-08-24,4672,26,0
10.1038/s41597-023-02252-6,2024-08-24,1231,2,1
10.1038/s41597-023-02204-0,2024-08-24,3243,8,104
10.1038/s41597-023-02197-w,2024-08-24,5261,3,0
10.1038/s41597-022-01757-w,2024-08-24,4857,13,193
10.1038/s41597-023-02198-9,2024-08-24,20000,21,70
10.1038/s41597-023-02070-w,2024-08-24,1752,3,16
10.1038/s41597-023-02247-3,2024-08-24,2555,6,1
10.1038/s41597-023-02251-7,2024-08-24,2460,5,1
10.1038/s41597-023-02250-8,2024-08-24,1325,3,2
10.1038/s41597-023-02254-4,2024-08-24,3360,1,4
10.1038/s41597-023-02233-9,2024-08-24,2123,2,65
10.1038/s41597-023-02180-5,2024-08-24,9096,16,5
10.1038/s41597-023-02261-5,2024-08-24,1989,3,0
10.1038/s41597-023-02229-5,2024-08-24,2263,3,1
10.1038/s41597-023-02248-2,2024-08-24,4752,4,1
10.1038/s41597-023-02243-7,2024-08-24,2901,3,6
10.1038/s41597-023-02262-4,2024-08-24,3328,6,1
10.1038/s41597-023-02269-x,2024-08-24,4576,12,19
10.1038/s41597-023-02265-1,2024-08-24,1758,1,0
10.1038/s41597-023-02264-2,2024-08-24,4439,7,24
10.1038/s41597-023-02155-6,2024-08-24,2076,4,0
10.1038/s41597-023-02242-8,2024-08-24,2200,0,10
10.1038/s41597-023-02092-4,2024-08-24,1486,5,6
10.1038/s41597-023-02215-x,2024-08-24,2262,5,4
10.1038/s41597-023-02278-w,2024-08-24,1926,7,1
10.1038/s41597-023-02209-9,2024-08-24,6152,4,0
10.1038/s41597-023-02263-3,2024-08-24,4646,8,1
10.1038/s41597-023-02058-6,2024-08-24,1598,3,14
10.1038/s41597-023-02259-z,2024-08-24,1754,3,0
10.1038/s41597-023-02283-z,2024-08-24,1500,3,0
10.1038/s41597-023-02276-y,2024-08-24,1686,5,6
10.1038/s41597-023-02285-x,2024-08-24,1416,2,0
10.1038/s41597-023-02208-w,2024-08-24,8100,2,74
10.1038/s41597-023-02279-9,2024-08-24,917,2,2
10.1038/s41597-023-02284-y,2024-08-24,5669,8,13
10.1038/s41597-023-02249-1,2024-08-24,2288,2,8
10.1038/s41597-023-02241-9,2024-08-24,2671,2,1
10.1038/s41597-023-02271-3,2024-08-24,3200,2,0
10.1038/s41597-023-02282-0,2024-08-24,3393,4,10
10.1038/s41597-023-02267-z,2024-08-24,2079,1,7
10.1038/s41597-023-02257-1,2024-08-24,4883,5,0
10.1038/s41597-023-02288-8,2024-08-24,947,1,0
10.1038/s41597-023-02286-w,2024-08-24,3738,2,10
10.1038/s41597-023-02268-y,2024-08-24,2086,5,1
10.1038/s41597-023-02289-7,2024-08-24,1176,2,23
10.1038/s41597-023-02272-2,2024-08-24,1877,5,0
10.1038/s41597-023-02237-5,2024-08-24,8607,11,2
10.1038/s41597-023-02291-z,2024-08-24,2045,3,1
10.1038/s41597-023-02227-7,2024-08-24,5616,14,0
10.1038/s41597-023-02287-9,2024-08-24,4980,3,3
10.1038/s41597-023-02260-6,2024-08-24,3198,2,28
10.1038/s41597-023-02292-y,2024-08-24,1595,1,1
10.1038/s41597-023-02277-x,2024-08-24,2266,1,3
10.1038/s41597-023-02293-x,2024-08-24,3442,1,4
10.1038/s41597-023-02281-1,2024-08-24,1823,1,9
10.1038/s41597-023-02299-5,2024-08-24,3216,3,2
10.1038/s41597-023-02275-z,2024-08-24,5635,4,17
10.1038/s41597-023-02304-x,2024-08-24,789,1,0
10.1038/s41597-023-02295-9,2024-08-24,1709,0,0
10.1038/s41597-023-02307-8,2024-08-24,1169,3,0
10.1038/s41597-023-02266-0,2024-08-24,4560,12,3
10.1038/s41597-023-02273-1,2024-08-24,2041,6,3
10.1038/s41597-023-02280-2,2024-08-24,7833,8,2
10.1038/s41597-023-02238-4,2024-08-24,3177,0,3
10.1038/s41597-023-02297-7,2024-08-24,2256,14,1
10.1038/s41597-023-02294-w,2024-08-24,1165,0,3
10.1038/s41597-023-02311-y,2024-08-24,1265,6,1
10.1038/s41597-023-02301-0,2024-08-24,912,0,1
10.1038/s41597-023-02303-y,2024-08-24,3962,8,11
10.1038/s41597-023-02308-7,2024-08-24,1472,1,2
10.1038/s41597-023-02309-6,2024-08-24,4551,2,11
10.1038/s41597-023-02270-4,2024-08-24,1559,1,1
10.1038/s41597-023-02310-z,2024-08-24,1190,2,1
10.1038/s41597-023-02314-9,2024-08-24,2487,2,7
10.1038/s41597-023-02313-w,2024-08-24,1833,3,0
10.1038/s41597-023-02256-2,2024-08-24,10000,19,30
10.1038/s41597-023-02321-w,2024-08-24,2315,4,4
10.1038/s41597-023-02315-8,2024-08-24,3932,8,12
10.1038/s41597-023-02306-9,2024-08-24,4513,7,9
10.1038/s41597-023-02319-4,2024-08-24,6868,13,4
10.1038/s41597-023-02312-x,2024-08-24,993,5,0
10.1038/s41597-023-02290-0,2024-08-24,3728,5,11
10.1038/s41597-023-02325-6,2024-08-24,4618,1,1
10.1038/s41597-023-02230-y,2024-08-24,1669,3,11
10.1038/s41597-023-02322-9,2024-08-24,4657,8,1
10.1038/s41597-023-02234-8,2024-08-24,3504,2,7
10.1038/s41597-023-02331-8,2024-08-24,3072,2,5
10.1038/s41597-023-02274-0,2024-08-24,4291,7,91
10.1038/s41597-023-02324-7,2024-08-24,1442,1,0
10.1038/s41597-023-02336-3,2024-08-24,2960,14,15
10.1038/s41597-023-02323-8,2024-08-24,7762,4,37
10.1038/s41597-023-02318-5,2024-08-24,1310,5,1
10.1038/s41597-023-02328-3,2024-08-24,1715,3,10
10.1038/s41597-023-02332-7,2024-08-24,1687,1,0
10.1038/s41597-023-02335-4,2024-08-24,2049,1,5
10.1038/s41597-023-02114-1,2024-08-24,2775,1,5
10.1038/s41597-023-02338-1,2024-08-24,2238,1,12
10.1038/s41597-023-02348-z,2024-08-24,7168,6,0
10.1038/s41597-023-02351-4,2024-08-24,1679,1,0
10.1038/s41597-023-02350-5,2024-08-24,1868,3,0
10.1038/s41597-023-02305-w,2024-08-24,4254,1,15
10.1038/s41597-023-02334-5,2024-08-24,1989,5,1
10.1038/s41597-023-02329-2,2024-08-24,2655,7,2
10.1038/s41597-023-02353-2,2024-08-24,2446,5,11
10.1038/s41597-023-02349-y,2024-08-24,4964,2,13
10.1038/s41597-023-02356-z,2024-08-24,3572,1,65
10.1038/s41597-023-02342-5,2024-08-24,1896,3,0
10.1038/s41597-023-02211-1,2024-08-24,962,1,6
10.1038/s41597-023-02358-x,2024-08-24,1860,1,12
10.1038/s41597-023-02360-3,2024-08-24,1626,2,2
10.1038/s41597-023-02362-1,2024-08-24,3621,8,7
10.1038/s41597-023-02365-y,2024-08-24,1917,3,0
10.1038/s41597-023-02354-1,2024-08-24,2414,4,1
10.1038/s41597-023-02330-9,2024-08-24,1821,0,12
10.1038/s41597-023-02366-x,2024-08-24,2170,3,11
10.1038/s41597-023-02357-y,2024-08-24,1461,2,21
10.1038/s41597-023-02337-2,2024-08-24,5035,8,2
10.1038/s41597-023-02364-z,2024-08-24,1784,2,5
10.1038/s41597-023-02359-w,2024-08-24,3090,2,1
10.1038/s41597-023-02371-0,2024-08-24,1033,0,2
10.1038/s41597-023-02352-3,2024-08-24,409,0,0
10.1038/s41597-023-02368-9,2024-08-24,3041,7,0
10.1038/s41597-023-02302-z,2024-08-24,1826,2,2
10.1038/s41597-023-02341-6,2024-08-24,3488,2,3
10.1038/s41597-023-02347-0,2024-08-24,1618,4,1
10.1038/s41597-023-02373-y,2024-08-24,4108,1,1
10.1038/s41597-023-02344-3,2024-08-24,4396,2,11
10.1038/s41597-023-02380-z,2024-08-24,2204,2,10
10.1038/s41597-023-02018-0,2024-08-24,2794,0,6
10.1038/s41597-023-02378-7,2024-08-24,4492,0,0
10.1038/s41597-023-02232-w,2024-08-24,2694,7,16
10.1038/s41597-023-02258-0,2024-08-24,2023,1,5
10.1038/s41597-023-02372-z,2024-08-24,1697,1,1
10.1038/s41597-023-02387-6,2024-08-24,3311,3,21
10.1038/s41597-023-02384-9,2024-08-24,1082,0,3
10.1038/s41597-023-02386-7,2024-08-24,3791,2,1
10.1038/s41597-023-02379-6,2024-08-24,902,0,5
10.1038/s41597-023-02345-2,2024-08-24,1410,5,2
10.1038/s41597-023-02300-1,2024-08-24,1123,1,4
10.1038/s41597-023-02296-8,2024-08-24,1239,1,1
10.1038/s41597-023-02383-w,2024-08-24,4716,8,43
10.1038/s41597-023-02326-5,2024-08-24,748,1,1
10.1038/s41597-023-02376-9,2024-08-24,3659,4,4
10.1038/s41597-023-02327-4,2024-08-24,4276,10,1
10.1038/s41597-023-02363-0,2024-08-24,1802,1,1
10.1038/s41597-023-02388-5,2024-08-24,1325,3,1
10.1038/s41597-023-02385-8,2024-08-24,4144,4,5
10.1038/s41597-023-02389-4,2024-08-24,2047,3,2
10.1038/s41597-023-02369-8,2024-08-24,1982,5,1
10.1038/s41597-023-02340-7,2024-08-24,1153,2,2
10.1038/s41597-023-02399-2,2024-08-24,1578,6,0
10.1038/s41597-023-02370-1,2024-08-24,1547,0,0
10.1038/s41597-023-02398-3,2024-08-24,3897,1,39
10.1038/s41597-023-02395-6,2024-08-24,3010,1,12
10.1038/s41597-023-02400-y,2024-08-24,6199,3,13
10.1038/s41597-023-02382-x,2024-08-24,5529,11,189
10.1038/s41597-023-02403-9,2024-08-24,1367,3,2
10.1038/s41597-023-02404-8,2024-08-24,6384,5,1
10.1038/s41597-023-02394-7,2024-08-24,1644,1,1
10.1038/s41597-023-02396-5,2024-08-24,3459,3,3
10.1038/s41597-023-02406-6,2024-08-24,2223,2,8
10.1038/s41597-023-02414-6,2024-08-24,1226,3,4
10.1038/s41597-023-02411-9,2024-08-24,4784,5,1
10.1038/s41597-023-02397-4,2024-08-24,2006,2,2
10.1038/s41597-023-02402-w,2024-08-24,1660,1,1
10.1038/s41597-023-02392-9,2024-08-24,3771,5,1
10.1038/s41597-023-02420-8,2024-08-24,2664,8,1
10.1038/s41597-023-02409-3,2024-08-24,5172,1,10
10.1038/s41597-023-02407-5,2024-08-24,1082,1,4
10.1038/s41597-023-02427-1,2024-08-24,3156,3,1
10.1038/s41597-023-02355-0,2024-08-24,3265,4,2
10.1038/s41597-023-02418-2,2024-08-24,903,0,32
10.1038/s41597-023-02415-5,2024-08-24,2629,13,0
10.1038/s41597-023-02393-8,2024-08-24,2990,9,32
10.1038/s41597-023-02401-x,2024-08-24,944,0,0
10.1038/s41597-023-02429-z,2024-08-24,1805,0,19
10.1038/s41597-023-02374-x,2024-08-24,2013,0,1
10.1038/s41597-023-02432-4,2024-08-24,15000,7,21
10.1038/s41597-023-02426-2,2024-08-24,1133,1,3
10.1038/s41597-023-02424-4,2024-08-24,4274,6,0
10.1038/s41597-023-02425-3,2024-08-24,2560,4,0
10.1038/s41597-023-02405-7,2024-08-24,2162,5,10
10.1038/s41597-023-02343-4,2024-08-24,1370,0,4
10.1038/s41597-023-02339-0,2024-08-24,977,1,1
10.1038/s41597-023-02416-4,2024-08-24,2757,7,7
10.1038/s41597-023-02436-0,2024-08-24,2382,2,6
10.1038/s41597-023-02441-3,2024-08-24,990,2,6
10.1038/s41597-023-02433-3,2024-08-24,4939,15,27
10.1038/s41597-023-02419-1,2024-08-24,2220,0,3
10.1038/s41597-023-02417-3,2024-08-24,1353,2,4
10.1038/s41597-023-02423-5,2024-08-24,1152,2,1
10.1038/s41597-023-02431-5,2024-08-24,2667,0,1
10.1038/s41597-023-02447-x,2024-08-24,4224,1,11
10.1038/s41597-023-02434-2,2024-08-24,2813,3,7
10.1038/s41597-023-02438-y,2024-08-24,1210,0,4
10.1038/s41597-023-02435-1,2024-08-24,1055,0,0
10.1038/s41597-023-02456-w,2024-08-24,1527,2,1
10.1038/s41597-023-02459-7,2024-08-24,2090,2,2
10.1038/s41597-023-02449-9,2024-08-24,4158,3,46
10.1038/s41597-023-02446-y,2024-08-24,1153,0,0
10.1038/s41597-023-02408-4,2024-08-24,2597,2,43
10.1038/s41597-023-02377-8,2024-08-24,5770,3,7
10.1038/s41597-023-02391-w,2024-08-24,3126,4,1
10.1038/s41597-023-02452-0,2024-08-24,1430,0,5
10.1038/s41597-023-02451-1,2024-08-24,1513,3,0
10.1038/s41597-023-02465-9,2024-08-24,3037,6,2
10.1038/s41597-023-02457-9,2024-08-24,8745,2,2
10.1038/s41597-023-02466-8,2024-08-24,3549,2,0
10.1038/s41597-023-02439-x,2024-08-24,2353,4,21
10.1038/s41597-023-02454-y,2024-08-24,1948,2,0
10.1038/s41597-023-02469-5,2024-08-24,5022,3,61
10.1038/s41597-023-02453-z,2024-08-24,2670,2,5
10.1038/s41597-023-02471-x,2024-08-24,5199,0,4
10.1038/s41597-023-02458-8,2024-08-24,6543,1,4
10.1038/s41597-023-02437-z,2024-08-24,8147,2,43
10.1038/s41597-023-02463-x,2024-08-24,2253,2,11
10.1038/s41597-023-02455-x,2024-08-24,2919,3,1
10.1038/s41597-023-02478-4,2024-08-24,2419,6,0
10.1038/s41597-023-02422-6,2024-08-24,4357,1,15
10.1038/s41597-023-02428-0,2024-08-24,2247,2,0
10.1038/s41597-023-02481-9,2024-08-24,2333,2,158
10.1038/s41597-023-02461-z,2024-08-24,2073,2,7
10.1038/s41597-023-02476-6,2024-08-24,1202,0,2
10.1038/s41597-023-02464-w,2024-08-24,1550,0,13
10.1038/s41597-023-02482-8,2024-08-24,3082,4,1
10.1038/s41597-023-02475-7,2024-08-24,4144,3,0
10.1038/s41597-023-02462-y,2024-08-24,3577,2,25
10.1038/s41597-023-02490-8,2024-08-24,2337,2,2
10.1038/s41597-023-02444-0,2024-08-24,1715,1,3
10.1038/s41597-023-02460-0,2024-08-24,7694,7,1
10.1038/s41597-023-02483-7,2024-08-24,3406,1,2
10.1038/s41597-023-02484-6,2024-08-24,1934,4,1
10.1038/s41597-023-02474-8,2024-08-24,2020,2,0
10.1038/s41597-023-02467-7,2024-08-24,2011,2,1
10.1038/s41597-023-02333-6,2024-08-24,3716,4,2
10.1038/s41597-023-02445-z,2024-08-24,5585,3,1
10.1038/s41597-023-02486-4,2024-08-24,1101,1,1
10.1038/s41597-023-02450-2,2024-08-24,1889,1,1
10.1038/s41597-023-02492-6,2024-08-24,1213,3,0
10.1038/s41597-023-02440-4,2024-08-24,1432,0,6
10.1038/s41597-023-02487-3,2024-08-24,4401,3,0
10.1038/s41597-023-02442-2,2024-08-24,726,0,1
10.1038/s41597-023-02497-1,2024-08-24,2702,8,0
10.1038/s41597-023-02470-y,2024-08-24,586,0,0
10.1038/s41597-023-02505-4,2024-08-24,1852,0,0
10.1038/s41597-023-02473-9,2024-08-24,4069,3,7
10.1038/s41597-023-02494-4,2024-08-24,2023,0,1
10.1038/s41597-023-02500-9,2024-08-24,2863,3,27
10.1038/s41597-023-02468-6,2024-08-24,1429,2,11
10.1038/s41597-023-02507-2,2024-08-24,2440,1,11
10.1038/s41597-023-02506-3,2024-08-24,3275,4,2
10.1038/s41597-023-02499-z,2024-08-24,958,1,0
10.1038/s41597-023-02430-6,2024-08-24,5357,6,1
10.1038/s41597-023-02510-7,2024-08-24,3172,3,8
10.1038/s41597-023-02521-4,2024-08-24,2790,4,5
10.1038/s41597-023-02509-0,2024-08-24,1684,1,1
10.1038/s41597-023-02516-1,2024-08-24,2004,3,2
10.1038/s41597-023-02514-3,2024-08-24,833,2,2
10.1038/s41597-023-02518-z,2024-08-24,2040,2,0
10.1038/s41597-023-02522-3,2024-08-24,3066,0,2
10.1038/s41597-023-02488-2,2024-08-24,3580,1,30
10.1038/s41597-023-02515-2,2024-08-24,1854,0,1
10.1038/s41597-023-02519-y,2024-08-24,4073,1,2
10.1038/s41597-023-02503-6,2024-08-24,2686,0,0
10.1038/s41597-023-02525-0,2024-08-24,8651,2,8
10.1038/s41597-023-02526-z,2024-08-24,10000,13,7
10.1038/s41597-023-02528-x,2024-08-24,12000,9,17
10.1038/s41597-023-02517-0,2024-08-24,4151,4,2
10.1038/s41597-023-02477-5,2024-08-24,3377,5,21
10.1038/s41597-023-02531-2,2024-08-24,2850,3,9
10.1038/s41597-023-02493-5,2024-08-24,1582,2,1
10.1038/s41597-023-02443-1,2024-08-24,3287,7,6
10.1038/s41597-023-02524-1,2024-08-24,3644,3,1
10.1038/s41597-023-02495-3,2024-08-24,1679,2,16
10.1038/s41597-023-02530-3,2024-08-24,2346,2,2
10.1038/s41597-023-02520-5,2024-08-24,5419,3,48
10.1038/s41597-023-02412-8,2024-08-24,1464,2,9
10.1038/s41597-023-02472-w,2024-08-24,1918,0,2
10.1038/s41597-023-02489-1,2024-08-24,1481,2,9
10.1038/s41597-023-02533-0,2024-08-24,2755,1,2
10.1038/s41597-023-02536-x,2024-08-24,3342,2,11
10.1038/s41597-023-02502-7,2024-08-24,5643,2,16
10.1038/s41597-023-02546-9,2024-08-24,3102,6,3
10.1038/s41597-023-02541-0,2024-08-24,1886,2,0
10.1038/s41597-023-02534-z,2024-08-24,3550,1,0
10.1038/s41597-023-02375-w,2024-08-24,1489,1,3
10.1038/s41597-023-02535-y,2024-08-24,1720,0,0
10.1038/s41597-023-02537-w,2024-08-24,1032,3,5
10.1038/s41597-023-02552-x,2024-08-24,2482,4,0
10.1038/s41597-023-02410-w,2024-08-24,2647,6,15
10.1038/s41597-023-02544-x,2024-08-24,2018,0,0
10.1038/s41597-023-02532-1,2024-08-24,1293,0,2
10.1038/s41597-023-02508-1,2024-08-24,1978,0,0
10.1038/s41597-023-02539-8,2024-08-24,7940,4,20
10.1038/s41597-023-02543-y,2024-08-24,2977,4,10
10.1038/s41597-023-02527-y,2024-08-24,1636,0,0
10.1038/s41597-023-02538-9,2024-08-24,5323,4,4
10.1038/s41597-023-02545-w,2024-08-24,941,1,0
10.1038/s41597-023-02554-9,2024-08-24,2391,1,3
10.1038/s41597-023-02547-8,2024-08-24,2899,0,4
10.1038/s41597-023-02448-w,2024-08-24,1952,0,0
10.1038/s41597-023-02511-6,2024-08-24,1840,4,0
10.1038/s41597-023-02556-7,2024-08-24,1274,1,1
10.1038/s41597-023-02551-y,2024-08-24,3115,1,1
10.1038/s41597-023-02559-4,2024-08-24,1968,3,0
10.1038/s41597-023-02560-x,2024-08-24,2551,2,1
10.1038/s41597-023-02562-9,2024-08-24,1533,1,0
10.1038/s41597-023-02513-4,2024-08-24,3170,1,6
10.1038/s41597-023-02573-6,2024-08-24,4075,8,0
10.1038/s41597-023-02561-w,2024-08-24,1521,0,1
10.1038/s41597-023-02577-2,2024-08-24,662,1,0
10.1038/s41597-023-02569-2,2024-08-24,7847,2,12
10.1038/s41597-023-02571-8,2024-08-24,1897,4,7
10.1038/s41597-023-02485-5,2024-08-24,4341,6,4
10.1038/s41597-023-02550-z,2024-08-24,2207,2,0
10.1038/s41597-023-02568-3,2024-08-24,3746,7,0
10.1038/s41597-023-02579-0,2024-08-24,1335,0,2
10.1038/s41597-023-02512-5,2024-08-24,2052,0,10
10.1038/s41597-023-02578-1,2024-08-24,8327,3,24
10.1038/s41597-023-02575-4,2024-08-24,8922,5,110
10.1038/s41597-023-02581-6,2024-08-24,1892,1,1
10.1038/s41597-023-02564-7,2024-08-24,3490,15,2
10.1038/s41597-023-02570-9,2024-08-24,1557,2,6
10.1038/s41597-023-02580-7,2024-08-24,1746,6,4
10.1038/s41597-023-02540-1,2024-08-24,1424,0,0
10.1038/s41597-023-02601-5,2024-08-24,1381,2,2
10.1038/s41597-023-02583-4,2024-08-24,2591,3,8
10.1038/s41597-023-02596-z,2024-08-24,1764,0,7
10.1038/s41597-023-02498-0,2024-08-24,1164,1,1
10.1038/s41597-023-02595-0,2024-08-24,3461,1,0
10.1038/s41597-023-02588-z,2024-08-24,1074,0,0
10.1038/s41597-023-02558-5,2024-08-24,3210,1,208
10.1038/s41597-023-02553-w,2024-08-24,1225,0,0
10.1038/s41597-023-02574-5,2024-08-24,1214,2,1
10.1038/s41597-023-02542-z,2024-08-24,4995,1,0
10.1038/s41597-023-02587-0,2024-08-24,3457,3,6
